ID,Place (x),Knowledge (y),Action (z),ETName
7526,-0.69,0.50,0.88,Ecoscience
7527,-0.38,0.06,0.38,Ecoscience
7528,-0.06,-0.50,0.38,Earth Spirit
7529,-0.31,-0.19,-0.13,Earth Spirit
7530,-0.44,-0.31,-0.31,Earth Spirit
7533,-0.13,0.00,0.38,Boundary
7535,-0.63,-0.25,0.38,Earth Spirit
7542,0.25,-0.38,0.88,Traditional Ways
7543,-0.25,0.63,0.44,Ecoscience
7554,-0.69,-0.31,-0.06,Earth Spirit
7555,-0.13,0.25,-0.44,Ecoscience
7557,-0.50,0.19,0.06,Ecoscience
7560,-0.44,0.13,0.25,Ecoscience
7561,-0.31,0.38,-0.25,Ecoscience
7566,0.25,-0.44,0.88,Traditional Ways
7567,0.25,-0.31,-0.25,Traditional Ways
7570,0.19,-0.38,0.94,Traditional Ways
7573,-0.56,-0.38,0.19,Earth Spirit
7574,-0.56,-0.44,0.31,Earth Spirit
7599,-0.25,-0.38,-0.31,Earth Spirit
7601,-0.63,0.13,0.63,Ecoscience
7607,-0.31,0.13,0.19,Ecoscience
7610,0.25,-0.44,0.00,Traditional Ways
7611,-0.25,0.44,1.00,Ecoscience
7613,0.50,0.44,0.44,Technoprogress
7614,-0.38,-0.19,0.50,Earth Spirit
7617,-0.38,0.44,-0.06,Ecoscience
7619,-0.06,-0.13,-0.25,Earth Spirit
7620,-0.13,-0.31,0.69,Earth Spirit
7621,-0.13,-0.19,-0.13,Earth Spirit
7622,-0.25,0.00,0.31,Boundary
7623,-0.19,0.06,-0.38,Ecoscience
7624,0.19,0.06,-0.31,Technoprogress
7625,-0.13,0.44,0.44,Ecoscience
7628,-0.13,0.06,-0.19,Ecoscience
7629,-0.38,0.31,-0.31,Ecoscience
7630,0.00,0.00,-0.31,Boundary
7631,-0.06,0.00,-0.25,Boundary
7632,-0.31,0.25,-0.19,Ecoscience
7633,-0.31,0.19,-0.25,Ecoscience
7634,0.13,-0.06,-0.19,Traditional Ways
7635,-0.44,0.19,0.88,Ecoscience
7636,-0.44,0.56,0.63,Ecoscience
7637,-0.25,0.75,0.19,Ecoscience
7645,-0.06,0.56,0.50,Ecoscience
7647,0.13,-0.56,0.81,Traditional Ways
7648,0.00,-0.38,0.56,Boundary
7649,-0.19,-0.19,0.25,Earth Spirit
7656,-0.31,0.00,0.44,Boundary
7660,0.06,-0.06,0.06,Traditional Ways
7662,-0.19,-0.31,0.50,Earth Spirit
7675,-0.44,-0.38,0.56,Earth Spirit
7679,-0.25,-0.25,0.19,Earth Spirit
7681,-0.75,-0.75,0.50,Earth Spirit
7682,-0.38,-0.38,0.19,Earth Spirit
7683,-0.50,0.06,0.25,Ecoscience
7686,-0.50,-0.50,0.25,Earth Spirit
7687,0.06,0.63,0.13,Technoprogress
7688,-0.63,-0.06,0.13,Earth Spirit
7690,-0.25,-0.50,-0.06,Earth Spirit
7691,-0.31,-0.50,0.75,Earth Spirit
7692,-0.63,-0.44,-0.13,Earth Spirit
7693,-0.50,-0.31,-0.06,Earth Spirit
7694,-0.25,-0.19,0.75,Earth Spirit
7695,-0.38,-0.31,0.00,Earth Spirit
7697,-0.44,0.00,0.44,Boundary
7698,-0.38,0.13,0.31,Ecoscience
7708,-0.31,0.00,0.13,Boundary
7709,0.19,0.75,0.06,Technoprogress
7710,-0.38,-0.25,0.44,Earth Spirit
7723,-0.06,0.00,-0.19,Boundary
7725,-0.25,-0.31,-0.13,Earth Spirit
7726,-0.19,-0.44,0.44,Earth Spirit
7738,0.50,0.56,0.13,Technoprogress
7757,-0.13,-0.31,0.44,Earth Spirit
7761,-0.63,-0.31,0.69,Earth Spirit
7762,-0.31,0.00,0.88,Boundary
7763,-0.31,0.19,1.00,Ecoscience
7765,0.44,0.50,-0.13,Technoprogress
7769,0.00,0.00,-0.06,Boundary
7770,-0.69,-0.13,0.56,Earth Spirit
7771,-0.50,0.25,-0.25,Ecoscience
7772,-0.06,-0.38,0.38,Earth Spirit
7775,-0.38,0.13,0.13,Ecoscience
7776,-0.19,0.00,-0.06,Boundary
7777,-0.81,-0.38,0.31,Earth Spirit
7778,-0.13,-0.44,0.63,Earth Spirit
7780,-0.69,0.00,-0.25,Boundary
7783,-0.19,-0.31,0.38,Earth Spirit
7784,-0.44,0.19,0.94,Ecoscience
7785,-0.63,0.00,-0.31,Boundary
7786,-0.38,-0.19,0.56,Earth Spirit
7787,-0.31,-0.69,0.69,Earth Spirit
7788,-0.25,-0.25,-0.13,Earth Spirit
7792,-0.19,-0.06,0.63,Earth Spirit
7793,-0.19,-0.44,0.19,Earth Spirit
7814,-0.50,-0.63,0.56,Earth Spirit
7824,-0.19,-0.19,0.06,Earth Spirit
7826,-0.56,-0.25,0.19,Earth Spirit
7828,-0.31,-0.44,0.63,Earth Spirit
7830,-0.25,-0.38,0.00,Earth Spirit
7833,-0.19,0.19,0.56,Ecoscience
7834,-0.38,0.19,-0.06,Ecoscience
7835,-0.44,0.56,0.31,Ecoscience
7836,-0.19,0.25,0.00,Ecoscience
7837,0.00,0.06,0.25,Boundary
7838,0.00,0.44,0.44,Boundary
7839,-0.06,0.81,0.56,Ecoscience
7840,-0.50,0.19,-0.25,Ecoscience
7841,-0.38,0.31,0.06,Ecoscience
7842,0.13,0.38,0.44,Technoprogress
7843,0.00,-0.13,-0.31,Boundary
7846,-0.38,-0.31,0.06,Earth Spirit
7848,0.06,0.31,0.50,Technoprogress
7868,0.06,0.13,0.00,Technoprogress
7932,-0.19,0.44,0.88,Ecoscience
7937,-0.63,-0.44,0.25,Earth Spirit
7942,0.00,-0.13,0.38,Boundary
7943,-0.31,-0.25,-0.13,Earth Spirit
7958,-0.31,-0.13,0.00,Earth Spirit
7962,-0.19,-0.50,0.69,Earth Spirit
7964,0.06,-0.06,-0.19,Traditional Ways
7965,-0.38,-0.44,0.25,Earth Spirit
7968,-0.31,0.00,0.00,Boundary
7972,-0.25,0.25,-0.50,Ecoscience
7974,-0.31,0.13,-0.25,Ecoscience
7975,-0.25,-0.06,-0.44,Earth Spirit
7976,-0.13,0.50,-0.19,Ecoscience
7977,-0.19,-0.31,-0.13,Earth Spirit
7978,-0.06,0.19,-0.13,Ecoscience
7979,-0.31,0.13,-0.38,Ecoscience
7980,0.38,0.19,-0.13,Technoprogress
7982,-0.19,0.13,0.25,Ecoscience
7985,-0.19,0.06,-0.38,Ecoscience
7986,-0.31,0.19,0.13,Ecoscience
7988,-0.50,-0.06,0.06,Earth Spirit
7989,-0.50,0.25,0.44,Ecoscience
7991,-0.56,-0.06,0.56,Earth Spirit
7994,-0.13,0.31,-0.19,Ecoscience
7995,-0.06,-0.38,-0.56,Earth Spirit
7996,0.00,-0.25,-0.38,Boundary
7998,0.00,-0.25,-0.31,Boundary
7999,-0.19,0.06,-0.44,Ecoscience
8000,0.00,0.31,-0.56,Boundary
8001,0.31,0.06,0.25,Technoprogress
8005,-0.13,-0.13,0.00,Earth Spirit
8006,-0.25,-0.38,0.06,Earth Spirit
8008,-0.31,-0.13,-0.25,Earth Spirit
8020,-0.19,0.31,0.38,Ecoscience
8023,-0.13,-0.38,-0.31,Earth Spirit
8035,-0.19,-0.19,0.81,Earth Spirit
8036,-0.31,-0.81,0.88,Earth Spirit
8037,-0.44,-0.38,0.19,Earth Spirit
8041,-0.06,0.38,-0.19,Ecoscience
8042,-0.63,-0.13,0.50,Earth Spirit
8044,0.00,-0.44,0.38,Boundary
8045,-0.44,-0.31,0.25,Earth Spirit
8046,-0.25,-0.44,0.19,Earth Spirit
8047,-0.38,-0.50,0.38,Earth Spirit
8048,-0.31,-0.13,0.88,Earth Spirit
8049,-0.44,0.06,0.44,Ecoscience
8050,0.06,-0.06,-0.13,Traditional Ways
8051,-0.06,0.13,0.50,Ecoscience
8052,-0.38,-0.06,0.13,Earth Spirit
8053,-0.69,0.13,0.31,Ecoscience
8055,-0.06,-0.06,0.19,Earth Spirit
8056,-0.25,0.56,0.44,Ecoscience
8057,-0.50,0.44,0.38,Ecoscience
8059,-0.56,-0.63,-0.13,Earth Spirit
8060,0.13,-0.38,0.13,Traditional Ways
8061,-0.56,-0.38,0.81,Earth Spirit
8062,-0.19,0.13,-0.13,Ecoscience
8064,-0.38,-0.25,0.75,Earth Spirit
8072,-0.19,-0.06,0.44,Earth Spirit
8081,-0.19,0.06,-0.31,Ecoscience
8083,-0.25,0.31,-0.38,Ecoscience
8087,-0.44,-0.19,0.38,Earth Spirit
8116,-0.56,-0.31,0.06,Earth Spirit
8093,-0.19,-0.44,0.56,Earth Spirit
8095,-0.06,-0.25,0.63,Earth Spirit
8096,-0.06,-0.13,0.06,Earth Spirit
8113,0.00,0.00,0.88,Boundary
8121,-0.44,-0.25,0.13,Earth Spirit
8125,-0.31,0.06,0.13,Ecoscience
8126,-0.75,-0.69,0.06,Earth Spirit
8127,-0.50,-0.56,0.31,Earth Spirit
8128,-0.56,-0.19,-0.19,Earth Spirit
8129,0.00,-0.06,0.31,Boundary
8131,-0.06,-0.19,0.63,Earth Spirit
8132,0.00,-0.25,0.50,Boundary
8135,-0.38,-0.19,0.13,Earth Spirit
8136,-0.19,-0.13,0.31,Earth Spirit
8137,0.13,0.00,-0.06,Boundary
8138,-0.19,0.00,0.19,Boundary
8139,-0.19,0.00,0.38,Boundary
8141,-0.13,-0.06,0.38,Earth Spirit
8143,-0.06,0.63,0.75,Ecoscience
8144,-0.13,-0.25,0.94,Earth Spirit
8145,-0.25,0.00,0.06,Boundary
8146,-0.25,-0.31,0.81,Earth Spirit
8147,-0.44,-0.44,0.44,Earth Spirit
8148,0.19,-0.19,0.06,Traditional Ways
8149,-0.31,0.00,0.75,Boundary
8151,-0.19,-0.31,0.88,Earth Spirit
8152,-0.13,-0.06,0.25,Earth Spirit
8154,-0.44,0.06,0.63,Ecoscience
8155,-0.19,-0.06,0.69,Earth Spirit
8158,-0.31,0.00,0.06,Boundary
8159,-0.50,-0.19,0.19,Earth Spirit
8160,-0.44,-0.25,0.25,Earth Spirit
8161,-0.31,-0.19,-0.13,Earth Spirit
8162,-0.44,-0.06,0.56,Earth Spirit
8163,-0.63,-0.06,0.44,Earth Spirit
8164,-0.56,-0.06,0.75,Earth Spirit
8165,-0.13,-0.31,0.31,Earth Spirit
8166,-0.63,-0.19,0.63,Earth Spirit
8167,-0.88,-0.13,-0.19,Earth Spirit
8168,-0.38,-0.13,-0.19,Earth Spirit
8169,0.06,-0.38,0.31,Traditional Ways
8170,-0.25,0.19,0.25,Ecoscience
8171,-0.13,0.31,0.94,Ecoscience
8172,0.06,-0.13,0.56,Traditional Ways
8173,-0.31,-0.25,0.06,Earth Spirit
8175,0.44,-0.06,0.63,Traditional Ways
8176,0.13,0.13,0.38,Technoprogress
8177,-0.88,-0.81,-0.13,Earth Spirit
8178,-0.56,0.25,0.81,Ecoscience
8181,0.00,0.31,0.38,Boundary
8203,-0.19,-0.31,0.00,Earth Spirit
8208,-0.19,-0.25,0.56,Earth Spirit
8238,0.00,-0.19,0.31,Boundary
8244,-0.31,0.25,0.63,Ecoscience
8251,-0.31,0.00,0.38,Boundary
8252,-0.31,0.00,0.38,Boundary
8254,-0.06,0.00,0.38,Boundary
8259,-0.69,-0.44,0.50,Earth Spirit
8264,-0.31,-0.44,0.75,Earth Spirit
8267,-0.56,-0.44,0.25,Earth Spirit
8268,-0.19,0.00,0.38,Boundary
8269,-0.13,0.19,0.38,Ecoscience
8270,0.00,-0.13,0.81,Boundary
8272,-0.06,0.13,0.13,Ecoscience
8274,0.06,-0.25,0.88,Traditional Ways
8276,-0.13,0.13,0.13,Ecoscience
8277,-0.94,-0.06,0.50,Earth Spirit
8278,-0.44,0.19,0.56,Ecoscience
8279,-0.31,-0.19,0.13,Earth Spirit
8281,-0.50,-0.31,0.63,Earth Spirit
8282,0.25,-0.13,0.69,Traditional Ways
8284,0.25,-0.19,0.19,Traditional Ways
8285,-0.56,-0.19,0.06,Earth Spirit
8286,-0.13,-0.06,0.13,Earth Spirit
8288,-0.44,-0.31,0.44,Earth Spirit
8289,-0.69,-0.25,0.38,Earth Spirit
8291,-0.38,-0.13,0.69,Earth Spirit
8292,-0.44,-0.13,0.13,Earth Spirit
8295,-0.81,-0.44,0.94,Earth Spirit
8297,0.00,0.00,0.19,Boundary
8303,-0.25,-0.06,0.50,Earth Spirit
8305,-0.69,-0.06,0.31,Earth Spirit
8311,-0.38,0.00,0.38,Boundary
8315,-0.63,0.56,0.50,Ecoscience
8319,-0.13,0.13,0.56,Ecoscience
8320,-0.38,-0.38,0.94,Earth Spirit
8324,-0.25,0.38,0.81,Ecoscience
8327,-0.25,-0.38,-0.19,Earth Spirit
8328,-0.50,0.13,0.50,Ecoscience
8332,-0.38,0.31,0.88,Ecoscience
8333,-0.50,-0.06,0.38,Earth Spirit
8334,-0.56,-0.06,0.25,Earth Spirit
8336,-0.75,-0.25,-0.13,Earth Spirit
8338,0.06,-0.38,0.19,Traditional Ways
8339,0.06,0.31,-0.25,Technoprogress
8341,-0.63,-0.19,0.13,Earth Spirit
8343,-0.38,-0.13,0.00,Earth Spirit
8346,-0.13,-0.13,0.38,Earth Spirit
8349,0.06,0.00,0.88,Boundary
8352,-0.44,0.19,0.56,Ecoscience
8353,-0.38,0.19,0.31,Ecoscience
8354,-0.38,-0.13,0.00,Earth Spirit
8355,-0.19,0.13,-0.25,Ecoscience
8356,0.00,0.19,0.50,Boundary
8358,0.19,-0.13,-0.13,Traditional Ways
8361,0.13,0.00,0.94,Boundary
8364,-0.44,-0.56,-0.06,Earth Spirit
8365,-0.19,-0.81,0.56,Earth Spirit
8366,-0.38,-0.38,0.69,Earth Spirit
8367,-0.69,-0.31,-0.25,Earth Spirit
8368,0.06,0.00,0.06,Boundary
8369,-0.38,-0.06,0.94,Earth Spirit
8370,-0.50,0.00,0.94,Boundary
8371,-0.31,-0.19,-0.06,Earth Spirit
8372,-0.06,0.13,0.44,Ecoscience
8374,-0.50,-0.44,-0.38,Earth Spirit
8375,-0.25,0.38,0.19,Ecoscience
8376,-0.19,0.00,0.06,Boundary
8377,-0.38,0.13,-0.44,Ecoscience
8378,0.13,0.00,0.56,Boundary
8379,-0.25,0.19,0.81,Ecoscience
8380,-0.44,-0.56,0.44,Earth Spirit
8382,0.00,-0.19,0.19,Boundary
8386,0.00,-0.13,0.00,Boundary
8387,-0.19,0.13,0.38,Ecoscience
8388,-0.19,-0.50,0.94,Earth Spirit
8389,-0.50,-0.19,0.31,Earth Spirit
8391,-0.19,-0.19,-0.31,Earth Spirit
8393,-0.69,-0.31,0.38,Earth Spirit
8395,-0.69,-0.13,0.63,Earth Spirit
8396,0.06,-0.69,0.56,Traditional Ways
8397,-0.88,0.19,0.88,Ecoscience
8400,-0.56,-0.44,0.31,Earth Spirit
8401,0.25,-0.31,0.88,Traditional Ways
8402,-0.31,0.00,0.44,Boundary
8405,-0.06,0.19,0.13,Ecoscience
8408,-0.31,0.00,1.00,Boundary
8410,0.00,0.69,0.88,Boundary
8412,0.00,-0.44,0.50,Boundary
8413,0.13,0.13,0.44,Technoprogress
8414,-0.25,0.13,-0.69,Ecoscience
8415,-0.06,-0.25,0.50,Earth Spirit
8416,-0.19,-0.25,0.63,Earth Spirit
8417,-0.69,-0.56,0.94,Earth Spirit
8418,-0.19,-0.50,0.56,Earth Spirit
8422,-0.06,-0.13,0.00,Earth Spirit
8423,0.00,0.25,-0.06,Boundary
8424,-0.13,-0.13,-0.19,Earth Spirit
8425,-0.31,-0.38,-0.13,Earth Spirit
8426,-0.56,-0.19,0.19,Earth Spirit
8427,-0.63,-0.19,0.19,Earth Spirit
8428,0.25,0.19,-0.81,Technoprogress
8429,-0.75,-0.75,0.88,Earth Spirit
8431,-0.19,-0.25,0.75,Earth Spirit
8434,0.31,-0.13,0.50,Traditional Ways
8437,0.88,0.00,0.69,Boundary
8440,0.25,0.00,0.31,Boundary
8441,0.19,0.38,0.00,Technoprogress
8443,0.00,-0.31,0.00,Boundary
8444,0.13,0.56,0.00,Technoprogress
8446,0.00,0.19,0.25,Boundary
8447,0.38,-0.38,0.44,Traditional Ways
8451,-0.44,-0.63,-0.56,Earth Spirit
8458,-0.75,-0.63,0.25,Earth Spirit
8460,0.06,0.06,-0.06,Technoprogress
8464,-0.50,-0.25,0.50,Earth Spirit
8467,-0.19,0.13,-0.06,Ecoscience
8469,-0.50,0.06,0.19,Ecoscience
8473,-0.13,0.44,0.38,Ecoscience
8477,-0.31,-0.25,-0.13,Earth Spirit
8481,-0.25,-0.13,-0.13,Earth Spirit
8489,-0.56,0.13,0.56,Ecoscience
8490,-0.19,-0.50,0.63,Earth Spirit
8491,-0.38,-0.13,0.00,Earth Spirit
8492,-0.44,-0.38,-0.19,Earth Spirit
8493,-0.06,-0.19,0.19,Earth Spirit
8494,0.25,-0.06,0.56,Traditional Ways
8495,-0.19,-0.44,0.31,Earth Spirit
8496,-0.06,0.13,-0.25,Ecoscience
8497,-0.13,0.06,0.19,Ecoscience
8498,-0.69,-0.31,0.31,Earth Spirit
8500,0.25,0.00,-0.19,Boundary
8501,-0.56,0.38,0.75,Ecoscience
8502,-0.31,-0.56,0.19,Earth Spirit
8504,-0.19,0.25,-0.31,Ecoscience
8505,-0.19,-0.25,-0.38,Earth Spirit
8507,-0.25,0.13,-0.25,Ecoscience
8509,-0.31,0.00,0.00,Boundary
8510,-0.56,-0.19,-0.69,Earth Spirit
8511,-0.50,0.00,0.44,Boundary
